mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.9,southeast of the Loyalty Islands,1684472431649,1705607858217,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdb0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdb0&format=geojson,,,,,reviewed,0,369,us,6000kdb0,",us6000kdb0,",",us,",",earthquake-name,origin,phase-data,",27.0,2.871,0.43,159.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
4.9,southeast of the Loyalty Islands,1684472158180,1690161364040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3q6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3q6&format=geojson,,,,,reviewed,0,369,us,7000k3q6,",us7000k3q6,",",us,",",origin,phase-data,",20.0,3.044,0.68,112.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
5.6,southeast of the Loyalty Islands,1684472044186,1705607856510,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1z&format=geojson,,,0.0,green,reviewed,0,482,us,6000kd1z,",us6000kd1z,",",us,",",earthquake-name,losspager,origin,phase-data,shakemap,",59.0,2.828,0.97,61.0,mb,earthquake,M 5.6 - southeast of the Loyalty Islands
4.5,"107 km NE of San Pedro de Atacama, Chile",1684471903251,1690161364040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1w&format=geojson,,,,,reviewed,0,312,us,6000kd1w,",us6000kd1w,",",us,",",origin,phase-data,",22.0,0.99,0.84,90.0,mb,earthquake,"M 4.5 - 107 km NE of San Pedro de Atacama, Chile"
5.1,southeast of the Loyalty Islands,1684471814308,1690161364040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1x&format=geojson,,,,,reviewed,0,400,us,6000kd1x,",us6000kd1x,",",us,",",origin,phase-data,",45.0,3.071,0.91,76.0,mb,earthquake,M 5.1 - southeast of the Loyalty Islands
5.1,southeast of the Loyalty Islands,1684470788520,1705607854796,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd23,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd23&format=geojson,,,,,reviewed,0,400,us,6000kd23,",us6000kd23,",",us,",",earthquake-name,origin,phase-data,",37.0,2.933,0.84,111.0,mb,earthquake,M 5.1 - southeast of the Loyalty Islands
4.8,southeast of the Loyalty Islands,1684470537622,1690161365040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3qs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3qs&format=geojson,,,,,reviewed,0,354,us,7000k3qs,",us7000k3qs,",",us,",",origin,phase-data,",14.0,2.898,0.76,113.0,mb,earthquake,M 4.8 - southeast of the Loyalty Islands
5.3,southeast of the Loyalty Islands,1684470159849,1690161365040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1r&format=geojson,,,,,reviewed,0,432,us,6000kd1r,",us6000kd1r,",",us,",",origin,phase-data,",50.0,3.01,1.03,99.0,mb,earthquake,M 5.3 - southeast of the Loyalty Islands
5.2,southeast of the Loyalty Islands,1684469377299,1690161365040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3u7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3u7&format=geojson,,,,,reviewed,0,416,us,7000k3u7,",us7000k3u7,",",us,",",origin,phase-data,",30.0,3.03,0.96,112.0,mb,earthquake,M 5.2 - southeast of the Loyalty Islands
5.2,southeast of the Loyalty Islands,1684469364536,1690161365040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1p&format=geojson,,,0.0,green,reviewed,0,416,us,6000kd1p,",us6000kd1p,",",us,",",losspager,origin,phase-data,shakemap,",27.0,3.393,0.96,99.0,mb,earthquake,M 5.2 - southeast of the Loyalty Islands
5.3,southeast of the Loyalty Islands,1684468950663,1690161365040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1n&format=geojson,,,,,reviewed,0,432,us,6000kd1n,",us6000kd1n,",",us,",",origin,phase-data,",62.0,3.415,0.79,53.0,mb,earthquake,M 5.3 - southeast of the Loyalty Islands
4.6,"64 km E of La Tirana, Chile",1684468721262,1690161365040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1l&format=geojson,11.0,2.9,,,reviewed,0,329,us,6000kd1l,",us6000kd1l,",",us,",",dyfi,origin,phase-data,",43.0,0.669,0.68,62.0,mwr,earthquake,"M 4.6 - 64 km E of La Tirana, Chile"
4.9,southeast of the Loyalty Islands,1684468205717,1690161366040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3rc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3rc&format=geojson,,,,,reviewed,0,369,us,7000k3rc,",us7000k3rc,",",us,",",origin,phase-data,",24.0,3.594,0.51,92.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
5.0,southeast of the Loyalty Islands,1684467825899,1705607853058,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3q0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3q0&format=geojson,,,,,reviewed,0,385,us,7000k3q0,",us7000k3q0,",",us,",",earthquake-name,origin,phase-data,",25.0,3.308,0.75,116.0,mb,earthquake,M 5.0 - southeast of the Loyalty Islands
4.9,southeast of the Loyalty Islands,1684467619340,1690161366040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3q3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3q3&format=geojson,,,,,reviewed,0,369,us,7000k3q3,",us7000k3q3,",",us,",",origin,phase-data,",25.0,3.09,0.84,130.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
4.6,southeast of the Loyalty Islands,1684467130665,1690161366040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3r9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3r9&format=geojson,,,,,reviewed,0,326,us,7000k3r9,",us7000k3r9,",",us,",",origin,phase-data,",27.0,3.675,0.9,118.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
5.3,southeast of the Loyalty Islands,1684466876949,1690161366040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1k&format=geojson,,,0.0,green,reviewed,0,432,us,6000kd1k,",us6000kd1k,",",us,",",losspager,origin,phase-data,shakemap,",39.0,2.968,1.02,76.0,mb,earthquake,M 5.3 - southeast of the Loyalty Islands
5.4,southeast of the Loyalty Islands,1684465981262,1690161366040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3py,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3py&format=geojson,,,0.0,green,reviewed,0,449,us,7000k3py,",us7000k3py,",",us,",",losspager,origin,phase-data,shakemap,",24.0,3.014,0.73,108.0,mb,earthquake,M 5.4 - southeast of the Loyalty Islands
5.5,southeast of the Loyalty Islands,1684465845468,1690161367040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd2a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd2a&format=geojson,,,0.0,green,reviewed,0,465,us,6000kd2a,",us6000kd2a,",",us,",",losspager,origin,phase-data,shakemap,",26.0,2.919,0.94,106.0,mb,earthquake,M 5.5 - southeast of the Loyalty Islands
5.9,southeast of the Loyalty Islands,1684465584491,1690161367040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd1f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd1f&format=geojson,,,0.0,green,reviewed,0,536,us,6000kd1f,",us6000kd1f,",",us,",",losspager,origin,phase-data,shakemap,",62.0,3.074,1.06,85.0,mb,earthquake,M 5.9 - southeast of the Loyalty Islands
5.5,southeast of the Loyalty Islands,1684465427964,1690161367040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3pv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3pv&format=geojson,,,0.0,green,reviewed,0,465,us,7000k3pv,",us7000k3pv,",",us,",",losspager,origin,phase-data,shakemap,",31.0,4.372,0.9,111.0,mb,earthquake,M 5.5 - southeast of the Loyalty Islands
7.7,southeast of the Loyalty Islands,1684465023172,1690161367040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd0n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd0n&format=geojson,31.0,5.2,3.886,green,reviewed,1,928,us,6000kd0n,",at00ruvxj7,pt23139000,us6000kd0n,usauto6000kd0n,",",at,pt,us,usauto,",",dyfi,finite-fault,general-text,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",278.0,3.096,0.89,15.0,mww,earthquake,M 7.7 - southeast of the Loyalty Islands
4.5,"169 km NNW of Qandala, Somalia",1684461501762,1690161368040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd0a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd0a&format=geojson,,,,,reviewed,0,312,us,6000kd0a,",us6000kd0a,",",us,",",origin,phase-data,",40.0,6.298,1.19,102.0,mb,earthquake,"M 4.5 - 169 km NNW of Qandala, Somalia"
4.6,"Kermadec Islands, New Zealand",1684457913938,1690161368040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3tt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3tt&format=geojson,,,,,reviewed,0,326,us,7000k3tt,",us7000k3tt,",",us,",",origin,phase-data,",7.0,0.722,0.88,164.0,mb,earthquake,"M 4.6 - Kermadec Islands, New Zealand"
4.9,"93 km NNW of Finschhafen, Papua New Guinea",1684457850812,1690161368040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd04,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd04&format=geojson,1.0,2.0,,,reviewed,0,370,us,6000kd04,",us6000kd04,",",us,",",dyfi,origin,phase-data,",68.0,3.593,0.52,76.0,mb,earthquake,"M 4.9 - 93 km NNW of Finschhafen, Papua New Guinea"
4.5,near the coast of Nicaragua,1684448020372,1690161369040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcz3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcz3&format=geojson,,,,,reviewed,0,312,us,6000kcz3,",us6000kcz3,",",us,",",origin,phase-data,",52.0,0.865,0.72,83.0,mb,earthquake,M 4.5 - near the coast of Nicaragua
4.8,"Kermadec Islands, New Zealand",1684447175268,1690161369040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3ac,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3ac&format=geojson,,,,,reviewed,0,354,us,7000k3ac,",us7000k3ac,",",us,",",origin,phase-data,",19.0,0.838,0.8,165.0,mb,earthquake,"M 4.8 - Kermadec Islands, New Zealand"
4.6,"27 km SW of Yawatahama, Japan",1684446987163,1690161369040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcyy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcyy&format=geojson,,,,,reviewed,0,326,us,6000kcyy,",us6000kcyy,",",us,",",origin,phase-data,",84.0,1.46,0.55,42.0,mb,earthquake,"M 4.6 - 27 km SW of Yawatahama, Japan"
4.6,"15 km SE of Adak, Alaska",1684444103731,1690161370040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcyl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcyl&format=geojson,,,2.864,,reviewed,0,326,us,6000kcyl,",ak0236ckpr6y,us6000kcyl,",",ak,us,",",origin,phase-data,shakemap,",90.0,0.165,0.66,128.0,mb,earthquake,"M 4.6 - 15 km SE of Adak, Alaska"
4.7,Tonga,1684439005480,1690161371040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcxq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcxq&format=geojson,,,,,reviewed,0,340,us,6000kcxq,",us6000kcxq,",",us,",",origin,phase-data,",58.0,1.048,0.89,36.0,mb,earthquake,M 4.7 - Tonga
5.1,"6 km SSW of Moíres, Greece",1684436331137,1690161371040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcxi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcxi&format=geojson,43.0,6.0,,,reviewed,0,426,us,6000kcxi,",us6000kcxi,",",us,",",dyfi,impact-text,origin,phase-data,",124.0,0.297,0.82,42.0,mww,earthquake,"M 5.1 - 6 km SSW of Moíres, Greece"
4.6,South Sandwich Islands region,1684435125934,1690161371040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3aa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3aa&format=geojson,,,,,reviewed,0,326,us,7000k3aa,",us7000k3aa,",",us,",",origin,phase-data,",29.0,7.252,0.85,85.0,mb,earthquake,M 4.6 - South Sandwich Islands region
4.5,"234 km E of Levuka, Fiji",1684430956451,1690161372040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcwx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcwx&format=geojson,,,,,reviewed,0,312,us,6000kcwx,",us6000kcwx,",",us,",",origin,phase-data,",75.0,3.319,0.9,31.0,mb,earthquake,"M 4.5 - 234 km E of Levuka, Fiji"
4.5,"163 km N of Bosaso, Somalia",1684429027116,1690161372040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcvd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcvd&format=geojson,,,,,reviewed,0,312,us,6000kcvd,",us6000kcvd,",",us,",",origin,phase-data,",70.0,6.21,0.59,145.0,mb,earthquake,"M 4.5 - 163 km N of Bosaso, Somalia"
4.6,"80 km NNE of Adak, Alaska",1684415599474,1690161374040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kct6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kct6&format=geojson,1.0,3.1,2.125,,reviewed,0,326,us,6000kct6,",us6000kct6,ak0236cfzdg7,",",us,ak,",",dyfi,origin,phase-data,shakemap,",70.0,0.482,0.74,56.0,mb,earthquake,"M 4.6 - 80 km NNE of Adak, Alaska"
4.6,"44 km E of Kinablangan, Philippines",1684414983386,1690161374040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kct5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kct5&format=geojson,,,,,reviewed,0,326,us,6000kct5,",us6000kct5,",",us,",",origin,phase-data,",46.0,1.517,0.56,95.0,mb,earthquake,"M 4.6 - 44 km E of Kinablangan, Philippines"
4.9,South Sandwich Islands region,1684414070756,1690161375040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcva,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcva&format=geojson,,,,,reviewed,0,369,us,6000kcva,",us6000kcva,",",us,",",origin,phase-data,",29.0,5.555,0.86,63.0,mb,earthquake,M 4.9 - South Sandwich Islands region
4.5,south of the Fiji Islands,1684413200431,1690161375040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcsz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcsz&format=geojson,,,,,reviewed,0,312,us,6000kcsz,",us6000kcsz,",",us,",",origin,phase-data,",81.0,4.948,0.76,63.0,mb,earthquake,M 4.5 - south of the Fiji Islands
5.2,South Sandwich Islands region,1684410977006,1690161375040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcss,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcss&format=geojson,,,,,reviewed,0,416,us,6000kcss,",us6000kcss,",",us,",",origin,phase-data,",68.0,5.645,0.69,44.0,mb,earthquake,M 5.2 - South Sandwich Islands region
4.8,central East Pacific Rise,1684406625170,1690161376040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcsa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcsa&format=geojson,,,,,reviewed,0,354,us,6000kcsa,",us6000kcsa,",",us,",",origin,phase-data,",91.0,21.835,0.73,71.0,mb,earthquake,M 4.8 - central East Pacific Rise
4.6,"96 km SSE of Ust’-Kamchatsk Staryy, Russia",1684403148481,1690161377040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcrz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcrz&format=geojson,,,,,reviewed,0,326,us,6000kcrz,",us6000kcrz,",",us,",",origin,phase-data,",116.0,3.473,0.78,72.0,mb,earthquake,"M 4.6 - 96 km SSE of Ust’-Kamchatsk Staryy, Russia"
4.8,Dominican Republic region,1684399436162,1703576269691,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcrq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcrq&format=geojson,114.0,5.0,,,reviewed,0,411,us,6000kcrq,",us6000kcrq,",",us,",",dyfi,moment-tensor,origin,phase-data,",161.0,0.272,0.79,52.0,mwr,earthquake,M 4.8 - Dominican Republic region
4.5,Carlsberg Ridge,1684374831647,1690161379040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcqx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcqx&format=geojson,,,,,reviewed,0,312,us,6000kcqx,",us6000kcqx,",",us,",",origin,phase-data,",53.0,15.422,0.72,94.0,mb,earthquake,M 4.5 - Carlsberg Ridge
4.7,Carlsberg Ridge,1684369139911,1690161380040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcpt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcpt&format=geojson,,,,,reviewed,0,340,us,6000kcpt,",us6000kcpt,",",us,",",origin,phase-data,",101.0,14.318,0.58,73.0,mb,earthquake,M 4.7 - Carlsberg Ridge
6.4,"8 km SE of Canillá, Guatemala",1684364519919,1718161572807,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcnb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcnb&format=geojson,57.0,4.8,3.965,green,reviewed,0,658,us,6000kcnb,",us6000kcnb,usauto6000kcnb,at00rutrzc,pt23137000,",",us,usauto,at,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",349.0,1.556,0.86,37.0,mww,earthquake,"M 6.4 - 8 km SE of Canillá, Guatemala"
4.7,Kermadec Islands region,1684361238032,1690161381040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdwl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdwl&format=geojson,,,,,reviewed,0,340,us,6000kdwl,",us6000kdwl,",",us,",",origin,phase-data,",29.0,1.593,0.52,130.0,mb,earthquake,M 4.7 - Kermadec Islands region
4.8,"150 km SSE of Longyearbyen, Svalbard and Jan Mayen",1684358523783,1690161382040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcmd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcmd&format=geojson,,,,,reviewed,0,354,us,6000kcmd,",us6000kcmd,",",us,",",origin,phase-data,",193.0,1.261,0.4,43.0,mb,earthquake,"M 4.8 - 150 km SSE of Longyearbyen, Svalbard and Jan Mayen"
4.8,north of Ascension Island,1684341606784,1690161384040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdwg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdwg&format=geojson,,,,,reviewed,0,354,us,6000kdwg,",us6000kdwg,",",us,",",origin,phase-data,",31.0,6.886,0.58,54.0,mb,earthquake,M 4.8 - north of Ascension Island
4.9,"18 km NE of Lae, Papua New Guinea",1684341034144,1705607836147,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kck9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kck9&format=geojson,5.0,4.1,,,reviewed,0,371,us,6000kck9,",us6000kck9,",",us,",",dyfi,earthquake-name,origin,phase-data,",127.0,2.804,0.51,35.0,mb,earthquake,"M 4.9 - 18 km NE of Lae, Papua New Guinea"
4.5,"17 km WNW of Nabire, Indonesia",1684337359988,1690161384040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcim,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcim&format=geojson,,,,,reviewed,0,312,us,6000kcim,",us6000kcim,",",us,",",origin,phase-data,",37.0,3.116,0.48,54.0,mb,earthquake,"M 4.5 - 17 km WNW of Nabire, Indonesia"
4.6,"93 km NNW of Villa General Roca, Argentina",1684318592159,1690161386040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kchd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kchd&format=geojson,1.0,1.0,,,reviewed,0,326,us,6000kchd,",us6000kchd,",",us,",",dyfi,origin,phase-data,",67.0,1.631,0.83,80.0,mb,earthquake,"M 4.6 - 93 km NNW of Villa General Roca, Argentina"
4.6,"91 km NW of Saipan, Northern Mariana Islands",1684289015445,1690161389040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdw1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdw1&format=geojson,,,,,reviewed,0,326,us,6000kdw1,",us6000kdw1,",",us,",",origin,phase-data,",29.0,2.17,0.67,68.0,mb,earthquake,"M 4.6 - 91 km NW of Saipan, Northern Mariana Islands"
4.5,"14 km WNW of Hinundayan, Philippines",1684274361861,1690161390040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd7r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd7r&format=geojson,,,,,reviewed,0,312,us,6000kd7r,",us6000kd7r,",",us,",",origin,phase-data,",37.0,3.317,0.5,128.0,mb,earthquake,"M 4.5 - 14 km WNW of Hinundayan, Philippines"
4.7,"112 km ESE of Kegen, Kazakhstan",1684274184394,1690161390040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcee,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcee&format=geojson,,,,,reviewed,0,340,us,6000kcee,",us6000kcee,",",us,",",origin,phase-data,",138.0,0.944,0.49,34.0,mb,earthquake,"M 4.7 - 112 km ESE of Kegen, Kazakhstan"
4.5,South Sandwich Islands region,1684272736876,1690161391040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd7t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd7t&format=geojson,,,,,reviewed,0,312,us,6000kd7t,",us6000kd7t,",",us,",",origin,phase-data,",19.0,5.364,0.69,116.0,mb,earthquake,M 4.5 - South Sandwich Islands region
4.7,North Atlantic Ocean,1684272541873,1690161391040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kce9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kce9&format=geojson,,,,,reviewed,0,340,us,6000kce9,",us6000kce9,",",us,",",origin,phase-data,",82.0,9.023,0.43,63.0,mb,earthquake,M 4.7 - North Atlantic Ocean
4.5,"108 km NW of Houma, Tonga",1684268547538,1690161392040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd7q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd7q&format=geojson,,,,,reviewed,0,312,us,6000kd7q,",us6000kd7q,",",us,",",origin,phase-data,",30.0,1.042,0.84,66.0,mb,earthquake,"M 4.5 - 108 km NW of Houma, Tonga"
5.0,"15 km NNW of Lázaro Cárdenas, Mexico",1684261332049,1690161392040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kccg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kccg&format=geojson,1.0,2.0,,,reviewed,0,385,us,6000kccg,",us6000kccg,",",us,",",dyfi,moment-tensor,origin,phase-data,",172.0,2.279,0.76,61.0,mww,earthquake,"M 5.0 - 15 km NNW of Lázaro Cárdenas, Mexico"
4.9,"48 km SE of Ambunti, Papua New Guinea",1684257555586,1690161393040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcbz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcbz&format=geojson,,,,,reviewed,0,369,us,6000kcbz,",us6000kcbz,",",us,",",origin,phase-data,",145.0,3.141,0.65,27.0,mb,earthquake,"M 4.9 - 48 km SE of Ambunti, Papua New Guinea"
4.5,South Sandwich Islands region,1684250588880,1705607832755,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd7p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd7p&format=geojson,,,,,reviewed,0,312,us,6000kd7p,",us6000kd7p,",",us,",",earthquake-name,origin,phase-data,",24.0,5.973,0.8,134.0,mb,earthquake,M 4.5 - South Sandwich Islands region
4.5,Kermadec Islands region,1684248306243,1690161395040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd7l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd7l&format=geojson,,,,,reviewed,0,312,us,6000kd7l,",us6000kd7l,",",us,",",origin,phase-data,",16.0,2.877,1.08,175.0,mb,earthquake,M 4.5 - Kermadec Islands region
4.9,"105 km SSE of Pangai, Tonga",1684245198617,1690161395040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kca2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kca2&format=geojson,,,,,reviewed,0,369,us,6000kca2,",us6000kca2,",",us,",",origin,phase-data,",47.0,1.331,0.87,116.0,mb,earthquake,"M 4.9 - 105 km SSE of Pangai, Tonga"
4.7,"165 km SSE of Shimoda, Japan",1684238233336,1690161396040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd7y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd7y&format=geojson,,,,,reviewed,0,340,us,6000kd7y,",us6000kd7y,",",us,",",origin,phase-data,",64.0,0.344,0.49,68.0,mb,earthquake,"M 4.7 - 165 km SSE of Shimoda, Japan"
4.6,"151 km S of Shimoda, Japan",1684238199032,1690161396040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc9j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc9j&format=geojson,,,,,reviewed,0,326,us,6000kc9j,",us6000kc9j,",",us,",",origin,phase-data,",94.0,0.554,0.48,59.0,mb,earthquake,"M 4.6 - 151 km S of Shimoda, Japan"
4.6,southern Mid-Atlantic Ridge,1684213056898,1690161399040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd74,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd74&format=geojson,,,,,reviewed,0,326,us,6000kd74,",us6000kd74,",",us,",",origin,phase-data,",28.0,29.014,0.45,55.0,mb,earthquake,M 4.6 - southern Mid-Atlantic Ridge
4.5,"3 km N of Pante Makasar, Timor Leste",1684207192806,1690161399040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc7h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc7h&format=geojson,,,,,reviewed,0,312,us,6000kc7h,",us6000kc7h,",",us,",",origin,phase-data,",15.0,2.184,0.82,123.0,mb,earthquake,"M 4.5 - 3 km N of Pante Makasar, Timor Leste"
